z,x,y
1,-0.00435745509,0.01922500092
1,-0.004275793455,0.019209496125
1,-0.00419399847,0.019194705705
1,-0.004112077755,0.01918062966
1,-0.00403003893,0.01916726799
1,-0.0039478839,0.019154624505
1,-0.003865624095,0.0191426973
1,-0.00378326142,0.01913148828
1,-0.0037008054,0.019120997445
1,-0.003618259845,0.019111228605
1,-0.00353563428,0.019102179855
1,-0.00345293061,0.019093851195
1,-0.00337015836,0.019086246435
1,-0.003287323245,0.019079361765
1,-0.00320443098,0.0190732029
1,-0.00312148728,0.01906776603
1,-0.003038499765,0.01906305306
1,-0.00295547415,0.019059065895
1,-0.002872418055,0.01905580263
1,-0.00278933529,0.019053263265
1,-0.002706233475,0.01905145161
1,-0.00262312023,0.01905036195
1,-0.002539999365,0.01905
1,0,0.01904999238
1,8.450961E-05,0.01905018669
1,0.00016901922,0.01905075057
1,0.000253523115,0.01905168783
1,0.0003380232,0.01905299847
1,0.00042251757,0.0190546863
1,0.000507002415,0.01905674751
1,0.000591477735,0.019059184005
1,0.000675941625,0.019061995785
1,0.00076039218,0.019065180945
1,0.000844827495,0.019068743295
1,0.000929245665,0.01907267712
1,0.00101364669,0.01907698623
1,0.00109802676,0.019081670625
1,0.001182385875,0.0190867284
1,0.00126672213,0.01909216146
1,0.001351031715,0.0190979679
1,0.001435316535,0.01910414772
1,0.001519570875,0.019110702825
1,0.001603798545,0.01911763131
1,0.001687991925,0.019124933175
1,0.00177215292,0.01913260842
1,0.001856279625,0.01914065514
1,0.00194036823,0.019149077145
1,0.00202442064,0.01915787253
1,0.002108433045,0.01916703939
1,0.002192401635,0.01917657963
1,0.00227633022,0.019186491345
1,0.00236021118,0.019196774535
1,0.002444048325,0.019207431105
1,0.00252783594,0.019218461055
1,0.002611574025,0.019229860575
1,0.002695260675,0.01924163157
1,0.002778893985,0.01925377404
1,0.00286247205,0.01926628608
1,0.00294599487,0.0192791715
1,0.003029458635,0.019292424585
1,0.003112863345,0.019306049145
1,0.003196207095,0.019320043275
1,0.00327948798,0.019334406975
1,0.003362704095,0.019349140245
1,0.00344585544,0.019364243085
1,0.0035289363,0.01937971359
1,0.003611950485,0.019395553665
1,0.003694890375,0.019411761405
1,0.00377775978,0.01942833681
1,0.00386055489,0.01944527988
1,0.0039432738,0.01946258871
1,0.004025914605,0.019480265205
1,0.0041084754,0.019498309365
1,0.00419095809,0.01951671738
1,0.004273355055,0.01953549306
1,0.004355670105,0.019554632595
1,0.00443789943,0.01957413789
1,0.00452003922,0.019594008945
1,0.00460209138,0.01961424195
1,0.004684054005,0.019634840715
1,0.004765923285,0.01965580143
1,0.00484769922,0.019677126
1,0.004929379905,0.01969881252
1,0.005010963435,0.01972086099
1,0.005092447905,0.01974327141
1,0.005173833315,0.01976604378
1,0.005255115855,0.019789176195
1,0.00533629362,0.019812668655
1,0.005417368515,0.019836523065
1,0.00549833673,0.019860735615
1,0.00557919636,0.019885306305
1,0.0056599455,0.019910235135
1,0.00574058415,0.01993552401
1,0.0058211085,0.01996116912
1,0.005901520455,0.019987170465
1,0.0059818143,0.02001352995
1,0.00606199194,0.020040243765
1,0.006142049565,0.020067313815
1,0.00622198527,0.0200947401
1,0.006301799055,0.02012251881
1,0.006381489015,0.02015065185
1,0.00646105515,0.02017913922
1,0.006540491745,0.02020797711
1,0.006619800705,0.02023716933
1,0.006698980125,0.02026671207
1,0.006778026195,0.02029660533
1,0.006856938915,0.02032684911
1,0.006935718285,0.02035744341
1,0.00701435859,0.020388386325
1,0.00709286364,0.020419677855
1,0.00717122772,0.020451318
1,0.00724945083,0.020483304855
1,0.007327531065,0.02051563842
1,0.00740546652,0.02054831679
1,0.007483221,0.020581239
1,0.00752523768,0.02059955748
1,0.00862571808,0.02107776582
1,0.00976997538,0.02158934976
1,0.01095437484,0.02213069742
1,0.01197047898,0.02260172772
1,0.01280448036,0.0229928166
1,0.01322780184,0.0231921558
1,0.01387165374,0.0234971082
1,0.01430672526,0.0237037626
1,0.01496916234,0.024020145
1,0.01541696688,0.0242343432
1,0.015870555,0.0244524276
1,0.01632928662,0.0246730266
1,0.016560927,0.024784812
1,0.0170286426,0.0250108974
1,0.01750211892,0.025239726
1,0.01774144026,0.0253558548
1,0.01822447206,0.0255899412
1,0.01871404182,0.0258274566
1,0.01921067532,0.0260690868
1,0.01971416682,0.0263139174
1,0.01996875864,0.0264378186
1,0.02048340582,0.0266883642
1,0.02100580254,0.026942796
1,0.0215362917,0.0272015712
1,0.0220749876,0.027464004
1,0.02262230172,0.0277310088
1,0.0231784398,0.028002357
1,0.0234598464,0.028139517
1,0.023743539,0.02827782
1,0.0240297462,0.0284174946
1,0.0246090186,0.0286998156
1,0.0249023124,0.0288426906
1,0.0251983494,0.0289869372
1,0.0257972814,0.0292784022
